Plano,Quantidade Propostas,Título Proposta,Descrição Proposta,Link,Votos,Autor
Não tem o titulo na página,1292 propostas encontradas,Chuvas artificiais,"Minha proposta é de utilizarmos a tecnologia de chuvas artificiais, como já é utilizada em outros países. Minha opinião é que um estudo sobre isso seria viável, mesmo que a tecnologia seja cara. Podemos começar esse projeto numa área limitada, definindo o lical, realizando testes e monitorando os resultados. Me preocupo demais com a seca de nosso país, uma vez que não podemos ser reféns de determinadas situações impostas pelos seres humanos. Tenho certeza que podemos resolver nossa situação.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20049,0,ROBERTO
Não tem o titulo na página,1292 propostas encontradas,Políticas Públicas para Conservação Biológica em Face das Mudanças Climáticas,"As políticas públicas voltadas para a conservação biológica se encontram ameaçadas por pressões geopolíticas e pela expansão das fronteiras do agronegócio, resultando em um colapso dos biomas brasileiros. Diante das mudanças climáticas e a degradação ambiental, torna-se urgente a formulação de estratégias como desenvolver e restaurar corredores biológicos que conectem áreas protegidas, facilitando o deslocamento de espécies e a manutenção de populações geneticamente diversas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19552,11,MARIANA
Não tem o titulo na página,1292 propostas encontradas,Refugiados climáticos,"Coordenar estudos interdisciplinares para o desenvolvimento de um sistema nacional, que possa ser proposto à nível internacional, com o objetivo de estabelecer métricas mais delimitadas sobre a categorização, identificação, e quantificação dos refugiados climáticos internos e externos. A fim de desenvolver políticas e estratégias adequadas para mitigar e encaminha esse desafio humanitário e ambiental. Garantindo refúgios humanitários e seguros de forma eficiente, prática e digna.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19362,4,CECILIA
Não tem o titulo na página,1292 propostas encontradas,Gamificação da Sustentabilidade,"Desenvolver uma plataforma de gamificação que incentiva estudantes e comunidades a adotarem práticas sustentáveis através de desafios e recompensas. A plataforma pode incluir missões relacionadas à redução de resíduos, uso eficiente de energia, plantio de árvores e outras atividades ecológicas. Os participantes acumulam pontos e ganham recompensas por suas ações sustentáveis. Incentivar comportamentos sustentáveis de forma lúdica e motivadora. Engajar estudantes e comunidades em ações práticas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19060,3,FLAVIA
Não tem o titulo na página,1292 propostas encontradas,"Monitoramento, Inovação e Alerta da Qualidade do Ar","Desenvolver um sistema contínuo de monitoramento da qualidade do ar, com foco em regiões afetadas por queimadas, incluindo indicadores acessíveis à população e alertas em caso de poluição perigosa.
Promover a pesquisa e inovação, incentivando a criação de um ecossistema que envolva startups, universidades e empresas para desenvolver tecnologias e soluções que melhorem a qualidade do ar e ajudem a combater a poluição, reforçando a saúde respiratória e a sustentabilidade ambiental.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20059,"1
voto",Mateus Dounis Guimarães
Não tem o titulo na página,1292 propostas encontradas,Não há como pensa pensar e planejar Justiça Cimática sem pensar no enfretamento ao racismo ambiental.,"Reconhecimento dos territórios tradicionais Pesqueiros, implementação de Leis para ordenamento territorial, ações de equidade de gênero, saúde, política para as juventudes, redução de resíduos e valorização do conhecimento ancestral desses povos;
Atenção à risca a Lei de Decreto º 12045/2024. Institui o Programa Nacional de Conservação e Uso Sustentável dos nossos Manguezais do Brasil.
Incentivo para projetos comunitários, estímulos a pesquisas e educação dentro do território, abertura de conc",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19285,18,EDSON
Não tem o titulo na página,1292 propostas encontradas,Agricultura Familiar e Clima,"- Criar Programa Nacional de Enfrentamento, Mitigacão e Adaptação aos Impactos das Mudanças Climáticas com fundo para atender diretamente os (as) agricultores (as) familiares atingidos(as) por desastres climáticos, compensando as perdas sofridas, no âmbito da política nacional de mudança do clima;
- Uma política de pagamento por serviços ambientais na Amazônia de caráter público, de beneficio ao que é coletivo e não para fins mercadológicos e de rentismo;",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19713,6,angela
Não tem o titulo na página,1292 propostas encontradas,Não licenciar qualquer atividade de exploração de petróleo na Amazônia enquanto não se tiver um planejamento estratégico participativo.,"Não licenciar qualquer atividade de exploração de petróleo na Amazônia enquanto não se tiver um planejamento estratégico participativo de garantias ambientais, geração equânime de benefícios e de redução das desigualdades. O licenciamento ambiental para esta atividade na Bacia da Foz do Amazonas infringe a Constituição Federal e compromete os compromissos assumidos pelo Brasil no Acordo de Paris. Os instrumentos de licenciamento ambiental são frágeis diante dos potenciais impactos da atividade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19105,70,Marco
Não tem o titulo na página,1292 propostas encontradas,[Assembleia Cidadã de Bujaru] Programa Centros de SocioBioeconomia - Geração de renda e vida digna para quem produz e preserva na Amazônia,"Programa que articule esferas nacional, estadual e municipal e garanta apoio técnico e financiamento diretamente para organizações comunitárias na criação e sustentabilidade de Centros de SocioBioeconomia criados e administrados por organizações sem fins lucrativos do território (cooperativas, associações…).
Bujaru- Pará e tantas outras cidades amazônicas, querem viver dignamente da agricultura e extrativismo familiar-comunitário, continuando a preservar suas florestas, rios e biodiversidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19541,10,SILVIA
Não tem o titulo na página,1292 propostas encontradas,Implementação de Corredores Ecológicos e Parques Lineares frente à fragmentação dos territórios,"A implementação de Corredores Ecológicos e Parques Lineares constitui-se em ferramentas efetivas na conservação da natureza, sua biodiversidade, recursos hídricos e ao bem-viver, frente à fragmentação dos ecossistemas. Essas iniciativas são muito positivas, pois possibilitam a proteção de áreas públicas, privadas e a ampla participação socioambiental em todas suas fases: Estudos, Criação, Implementação, Monitoramento. Os Projetos já existentes demonstram a sua efetividade e praticidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19892,6,Moacir
Não tem o titulo na página,1292 propostas encontradas,Plano de prevenção nas zonas de riscos a desastres,"Usar a IA para mapear zonas de riscos, para monitorar e criar planos preventivos",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19008,5,PRISCILLA
Não tem o titulo na página,1292 propostas encontradas,Educação escolar indígenas e quilombola,Garantia da modalidade educacional específica dentro dos territorios indígenas e quilombolas no Brasil,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18944,9,ELIDA
Não tem o titulo na página,1292 propostas encontradas,Fortalecimento das Políticas Públicas e Governança Climática,"Essa proposta visa mobilizar todos os setores da sociedade brasileira, desde o governo até a população, para enfrentar as mudanças climáticas de forma eficaz. Com políticas públicas robustas, incentivos econômicos, educação e colaboração internacional, o Brasil pode se posicionar como um líder global na luta contra as mudanças climáticas, ao mesmo tempo em que protege sua biodiversidade, economia e o bem-estar de sua população",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19503,7,Riti
Não tem o titulo na página,1292 propostas encontradas,Criação de zonas de transição e restauro ecológico para a mitigação de conflitos socioambientais.,Criação de áreas protegidas de manejo visando o amortecimento de conflitos socioambientais nas zonas de transição entre as reservas legais e as zonas de produção agrícola. Tais áreas de fronteira (agrícola x conservação socioambiental) serão designadas exclusivamente para investimento no esforço de gestão florestal e restauro ecológico aliado ao desenvolvimento de atividades econômicas de baixo impacto ecológico e que aportem recursos às populações locais. Suporte via parcerias público-privadas.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19085,8,GUILHERME
Não tem o titulo na página,1292 propostas encontradas,ICMS do Clima -Ação Cidades Verdes.,"Incentivar através de cotas de desconto de ICMS municipal para as empresas ou instituições que realizarem compras sustentáveis, ações de proteção do solo, vegetação e clima das cidades brasileiras.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18131,9,Kátia
Não tem o titulo na página,1292 propostas encontradas,Reduzir Emissões de Carbono na Construção Civil,"Precisamos reduzir as emissões incorporadas e operacionais.
Emissões relacionadas aos materiais para construir e de consumo de energia e água de novos edifícios e existentes.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18096,14,CAIO
Não tem o titulo na página,1292 propostas encontradas,Promoção da Agricultura Sustentável e Conservação de Água,"Incentivar práticas agrícolas sustentáveis que promovam a conservação de água, como a agroecologia, o uso eficiente da irrigação, a rotação de culturas e a cobertura vegetal do solo. Oferecer subsídios e apoio técnico para agricultores adotarem tecnologias que reduzam o consumo de água e previnam a contaminação dos corpos hídricos, como a irrigação por gotejamento e o uso de biofertilizantes.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19223,6,Alexandre
